project,owner,status,countries,type,lat,lng,route,url,capacity1,capacity_unit1
Gasoducto Centro Oeste,"Techint, Latin Exploration S.L.U., Total S.A., AES Corporation, RPM International Inc.",operating,Argentina,Gas,,,"-38.5436092,-68.6225096:-37.343300,-67.618636:-36.366530,-67.073710:-35.106985,-66.830465:-33.757381,-66.643717:-33.577093,-65.102981:-33.323776,-63.561241:-33.142615,-62.306177:-32.869220,-61.077070;-33.757381,-66.643717:-33.477857,-67.555749",https://www.gem.wiki/Gasoducto_Centro_Oeste,"194,800.70",BOE/d
Gasoducto Cruz del Sur,"BG Group, 40.00%, Pan American Energy, 30.00%, ANCAP, 20.00%, Wintershall Energía, 10.00%",operating,"Argentina, Uruguay",Gas,,,"-34.825616,-57.9680167:-34.460600,-57.834401:-34.46070727,-57.82884653:-34.40083045,-57.62283457:-34.41216179,-57.61400548:-34.40568693,-57.60223337:-34.40811506,-56.98910252:-34.77637025,-56.36910461:-34.77314705,-56.3573325:-34.78201056,-56.34752241:-34.78845616,-56.35340846:-34.80215137,-56.32103516:-34.79651244,-56.31416809:-34.81584431,-56.2729657:-34.81262265,-56.26511762:-34.82711914,-56.25334551:-34.81342808,-56.23274431:-34.81342808,-56.20037101:-34.82309259,-56.16603568:-34.8174551,-56.13170035:-34.80054029,-56.09344099:-34.80376242,-56.09245998:-34.73607112,-55.98356794:-34.7151078,-55.97571986:-34.68284617,-55.91489728;-34.49952335,-56.83802708:-34.48739527,-56.829198:-34.48335218,-56.83017901:-34.45585399,-56.8085968:-34.44533759,-56.80761579:-34.44938252,-56.77622349:-34.40163988,-56.76445138:-34.40730569,-56.73698312:-34.37897283,-56.73109706:-34.38059211,-56.70559082:-34.36520769,-56.70068577:-34.3530601,-56.71540092;-34.40649631,-57.42957572:-34.42106391,-57.4276137:-34.42268237,-57.43546178:-34.43562896,-57.43644279:-34.43562896,-57.44429086;-34.67881258,-56.53391418:-34.69091276,-56.54274327:-34.71349502,-56.5358762:-34.73929578,-56.5564774:-34.74574471,-56.54470529;-34.81342808,-56.26413661:-34.77959333,-56.28277579:-34.74493862,-56.25628854:-34.69413917,-56.24059239:-34.64169434,-56.24647844:-34.6094041,-56.26511762:-34.54882605,-56.2729657:-34.53993755,-56.28081377;-34.40730569,-57.30008249:-34.38706891,-57.29517744:-34.35387,-57.31283561:-34.29229576,-57.24808899;-34.34820057,-57.30694955:-34.31579652,-57.3432469:-34.32146814,-57.35011397;
-34.8266226,-56.25383212:-34.8327547,-56.26036873:-34.8595773,-56.25943493:-34.87183615,-56.24449412:-34.86723929,-56.22581811:-34.88102908,-56.2071421;-34.79058725,-56.06987342:-34.81665695,-56.0362566:-34.81665695,-56.01664679:-34.82202322,-56.01011018:-34.81665695,-55.98769897:-34.78982037,-55.94194274:-34.78675277,-55.92606813;-34.82049003,-56.00824258:-34.8411856,-56.01758059:-34.84731663,-56.0399918:-34.86187597,-56.06427061:-34.86953775,-56.07454242",https://www.gem.wiki/Gasoducto_Cruz_del_Sur,"29,817.90",BOE/d
Atacama Gas Pipeline,"CMS Energy, Endesa, Temenos Group, Comercial del Plata Construcciones SA",operating,"Argentina, Chile",Gas,,,"-23.101481,-70.447270:-22.488234,-68.9240217:-22.911324,-68.2018837:-23.416428,-66.4855217:-23.746104,-65.5011087:-24.505272,-65.071587:-24.210629,-64.8689977:-23.783594,-64.8102907:-23.397074,-64.1532197:-22.505585,-63.7952337",https://www.gem.wiki/Gas_Atacama_Pipeline,"43,070.30",BOE/d
Gasoducto del Pacifico,"GNF, Enap, Trigas, YPF",operating,"Argentina, Chile",Gas,,,"-38.512,-68.549:-37.609,-69.663:-37.135,-69.631:-37.609,-69.663:-37.390,-70.279:-36.978,-71.190:-36.760,-72.119:-37.117,-72.135:-36.760,-72.119:-36.772,-72.323:-36.961,-72.414:-37.295,-72.417:-37.517,-72.643:-37.295,-72.417:-36.961,-72.414:-36.772,-72.323:-36.993,-72.914:-37.041,-73.130:-36.993,-72.914:-36.722,-73.065",https://www.gem.wiki/Gasoducto_del_Pacifico,"39,580.74",BOE/d
Gasoducto Norte,"Techint, Latin Exploration S.L.U., Total S.A., AES Corporation, RPM International Inc.",operating,Argentina,Gas,,,"-22.207448,-63.661951:-23.411778,-64.334125:-24.271961,-64.821958:-25.205949,-64.946170:-26.126376,-65.170257:-26.851410,-65.138861:-28.158682,-65.105076:-29.249911,-64.894512:-30.378235,-64.374909:-31.477869,-63.966164:-32.291566,-63.286732:-32.630565,-62.232558:-32.869220,-61.077070:-34.471647,-58.674145",https://www.gem.wiki/Gasoducto_Norte,"170,493.71",BOE/d
Paraná-Uruguayana Gas Pipeline,"Techint, Total S.A., Petronas, Latin Exploration S.L.U., CMS Energy, Ultrapar, Repsol, Techint, Petrobras",operating,"Argentina, Brazil",Gas,,,"-31.891460,-60.590054:-31.88321755,-60.34648001:-31.86550755,-60.24915798:-31.66455665,-59.87377301:-31.42758622,-59.40454181:-31.39198881,-59.33502607:-31.32966086,-59.25855877:-31.121603,-59.06043892:-30.87133029,-58.65029609:-30.40779979,-58.32357214:-30.18572026,-57.98989662:-30.08652287,-57.79525256:-29.75816413,-57.36425501:-29.76721601,-57.35035186:-29.74911144,-57.27736034:-29.79135034,-57.20784461:-29.764744,-56.999880",https://www.gem.wiki/Paran%C3%A1-Uruguayana_Gas_Pipeline,"91,110.25",BOE/d
GNEA pipeline (southern segment),"IEASA, 100.00%",operating,Argentina,Gas,,,"-31.6490883,-60.7885546:-29.464765,-60.194500:-26.660857,-58.633935",https://www.gem.wiki/Gasoducto_del_Noreste_Argentino_Gas_Pipeline,"165,655.00",BOE/d
GasAndes Pipeline,"NOVA Corporation, Gassco, AES Corporation, Latin Exploration S.L.U., Techint",operating,"Argentina, Chile",Gas,,,"-35.107,-66.829:-34.496,-67.878:-34.263,-69.313:-34.230,-69.944:-33.778,-70.238:-33.609,-70.347:-33.600,-70.532:-33.532,-70.662:-33.452,-70.666",https://www.gem.wiki/GasAndes_Pipeline,"54,666.15",BOE/d
Puna Gas Pipeline,Gasnor,proposed,Argentina,Gas,,,"-23.416744,-66.483505:-24.374962,-66.992748",https://www.gem.wiki/Puna_Gas_Pipeline,"1,706.66",BOE/d
Second Transmagallánico Gas Pipeline,"Companía de Inversiones de Energía S.A., 55.30%, D.E. Shaw & Company, 15.20%, NYSE & Argentinian Stock Exchange, 29.50%",operating,Argentina,Gas,,,"-52.740400, -68.574531:-52.325175, -68.427860",https://www.gem.wiki/Second_Transmagall%C3%A1nico_Gas_Pipeline,"42,614.81",BOE/d
Oldelval Oil Pipeline Expansion Phase III,"Gás Transboliviano Yacimientos Petroliferos Fiscales Bolivianos S.A., 37.00%, ExxonMobil, 21.00%, Chevron, 14.00%, Pluspetrol, 12.00%, Pan American Energy, 12.00%, Tecpetrol, 2.00%, Pampa Energía, 2.00%",proposed,Argentina,Oil,,,Capacity expansion only,https://www.gem.wiki/Oldelval_Oil_Pipeline,"62,000.00",BOE/d
Oldelval Oil Pipeline Expansion Phase II,"Gás Transboliviano Yacimientos Petroliferos Fiscales Bolivianos S.A., 37.00%, ExxonMobil, 21.00%, Chevron, 14.00%, Pluspetrol, 12.00%, Pan American Energy, 12.00%, Tecpetrol, 2.00%, Pampa Energía, 2.00%",proposed,Argentina,Oil,,,Capacity expansion only,https://www.gem.wiki/Oldelval_Oil_Pipeline,"89,000.00",BOE/d
Gasoducto del Pacifico Expansion,"GNF, Enap, Trigas, YPF",operating,"Argentina, Chile",Gas,,,Capacity expansion only,https://www.gem.wiki/Gasoducto_del_Pacifico,"76,092.95",BOE/d
Gasoducto de la Costa Expansion,Camuzzi Gas Pampeana,construction,Argentina,Gas,,,Capacity expansion only,https://www.gem.wiki/Gasoducto_de_la_Costa,"8,619.50",BOE/d
Gasoducto Santa Cruz Norte,"Distrigas, S.A.",proposed,Argentina,Gas,,,"-46.553,-71.620:-46.604,-71.473:-46.608,-71.136:-46.464,-70.560:-46.434,-70.428:-46.459,-70.104:-46.613,-69.688:-46.559,-69.131:-46.532,-68.698:-46.796,-67.944",https://www.gem.wiki/Gasoducto_Santa_Cruz_Norte,,
"Gasoducto Santa Cruz Sur, Phase 1","Provincia de Santa Cruz, 80.00%, unknown private investors, 20.00%",operating,Argentina,Gas,,,"-46.559,-69.131:-46.532,-68.698:-46.796,-67.945",https://www.gem.wiki/Gasoducto_Santa_Cruz_Sur,"4,309.75",BOE/d
"Gasoducto Santa Cruz Sur, Phase 2","Provincia de Santa Cruz, 80.00%, unknown private investors, 20.00%",operating,Argentina,Gas,,,"-46.552,-71.620:-46.604,-71.473:-46.608,-71.136:-46.464,-70.560:-46.434,-70.428:-46.459,-70.103:-46.613,-69.688",https://www.gem.wiki/Gasoducto_Santa_Cruz_Sur,"4,309.75",BOE/d
GNEA pipeline (northern segment),"IEASA, 100.00%",shelved,Argentina,Gas,,,"-42.912318,-71.318954:-44.048521,-70.598518:-45.685625,-70.251178:-45.730365,-68.308205",https://www.gem.wiki/Gasoducto_del_Noreste_Argentino_Gas_Pipeline,"165,655.00",BOE/d
La Invernada Bajo del Choique Oil Pipeline,"ExxonMobil, 100.00%",proposed,Argentina,Oil,,,"-37.607558,-69.690959:-37.400006,-68.940171",https://www.gem.wiki/La_Invernada_Bajo_del_Choique_Oil_Pipeline,"155,000.00",BOE/d
San Sebastián-Ushuaia Gas Pipeline,"Camuzzi Gas del Sur, S.A.",operating,Argentina,Gas,,,"-53.363194, -68.151616: -53.503882, -68.093535: -53.823670, -67.805144:-54.25199031, -66.95729986:-54.38352573, -67.00151682:-54.510112, -67.191244:-54.66068508, -67.36851756:-54.75010202, -67.46579486:-54.72457444, -67.59402404:-54.72457444, -67.77531356:-54.7909127, -67.87259087:-54.809613, -68.317568",https://www.gem.wiki/San_Sebasti%C3%A1n-Ushuaia_Gas_Pipeline,,
Vega Pléyade Gas Pipeline,"Total S.A., 37.50%, Wintershall Energía, 37.50%, Pan American Energy, 25.00%",operating,Argentina,Gas,,,"-53.263419,-67.763947:-52.897239,-68.352389:-52.739970,-68.564841",https://www.gem.wiki/Vega_Pl%C3%A9yade_Gas_Pipeline,"60,853.67",BOE/d
Comodoro Rivadavia–Buenos Aires Pipeline,"Companía de Inversiones de Energía S.A., 55.30%, D.E. Shaw & Company, 15.20%, NYSE & Argentinian Stock Exchange, 29.50%",operating,Argentina,Gas,,,"-46.532290,-67.551697:-45.862619,-67.552422:-43.258555,-65.302067:-41.131634,-65.322437:-40.059891,-64.472154:-39.298661,-63.364005:-38.687292,-62.392252:-37.982751,-61.355792:-37.545535,-60.800866:-36.781645,-59.861734:-36.016057,-59.099311:-35.442180,-58.806277:-35.049347,-58.759665:-34.798014,-58.428524",https://www.gem.wiki/Comodoro_Rivadavia%E2%80%93Buenos_Aires_Pipeline,"6,033.65",BOE/d
Sistema Cordillerano-Patagónico: Cordillerano Pipeline,Pampa Energía,operating,Argentina,Gas,,,"-38.748928,-68.838019:-39.577367,-69.371759:-40.052225,-70.096198:-40.564190,-70.638059:-42.912318,-71.318954",https://www.gem.wiki/Gasoducto_Sistema_Cordillerano-Patag%C3%B3nico,"8,102.33",BOE/d
Sistema Cordillerano-Patagónico: Patagónico Pipeline),Pampa Energía,operating,Argentina,Gas,,,"-42.912318,-71.318954:-44.048521,-70.598518:-45.685625,-70.251178:-45.730365,-68.308205",https://www.gem.wiki/Gasoducto_Sistema_Cordillerano-Patag%C3%B3nico,"6,033.65",BOE/d
Vaca Muerta-Brazil Pipeline,,proposed,"Argentina, Brazil",Gas,,,"-38.415504,-68.634669:-37.343300,-67.618636:-32.869220,-61.077070:-29.764747,-56.999976:-29.792071,-55.792360:-29.692507,-53.816881:-29.722218,-52.434919:-29.879529,-51.388189:-29.877514,-51.147576",https://www.gem.wiki/Vaca_Muerta-Brazil_Pipeline,"608,709.09",BOE/d
Amadeus Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-14.4609631,132.2495254:-13.6792161,131.6707114:-13.2518442,131.0901044:-12.4523762,130.8161884;-13.6792161,131.6707114:-13.4228841,131.9727924",https://www.gem.wiki/Amadeus_Pipeline,"19,135.29",BOE/d
Anglo-Mitsui Gas Pipeline,"Anglo American, 51.00%, Mitsui Global Investment, 49.00%",operating,Australia,Gas,,,"-24.6303736,150.0432484:-24.562530,149.975735",https://www.gem.wiki/Anglo-Mitsui_Gas_Pipeline,"7,964.42",BOE/d
APLNG Pipeline,"Origin Energy Limited, 37.50%, ConocoPhillips, 37.50%, Sinopec, 25.00%",operating,Australia,Gas,,,"-23.7472783,150.8193634:-24.6913046,148.8379254:-25.5417618,148.1447084:-26.5337661,148.8093384:-28.0082075,153.4125664;-24.6913046,148.8379254:-24.1134854,148.0660924",https://www.gem.wiki/APLNG_Pipeline,"248,672.58",BOE/d
Arrow Bowen Pipeline,"Royal Dutch Shell, 50.00%, PetroChina, 50.00%",shelved,Australia,Gas,,,"-21.3382437,148.1028644:-23.8417166,151.2311564",https://www.gem.wiki/Arrow_Bowen_Pipeline,"363,449.84",BOE/d
Bayu-Undan to Darwin Pipeline,"ConocoPhillips, Eni S.p.A., Santos Limited, INPEX, Tokyo Electric Power Company",operating,Australia,Gas,,,"-12.4577402,130.8275184:-10.6063243,126.9218354",https://www.gem.wiki/Bayu-Undan_to_Darwin_Pipeline,"88,625.70",BOE/d
Beharra Springs Pipeline,"Boral Limited, 100.00%",operating,Australia,Gas,,,"-29.463018,115.140807:-29.463835,115.160139",https://www.gem.wiki/Beharra_Springs_Pipeline,"6,378.43",BOE/d
Berwyndale to Wallumbilla Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-26.5736385,148.7688104:-25.9509475,150.1760044",https://www.gem.wiki/Berwyndale_to_Wallumbilla_Pipeline,"70,145.49",BOE/d
Bonaparte Gas Pipeline,"Energy Infrastructure Investments Pty Limited, 100.00%",operating,Australia,Gas,,,"-14.2409071,129.5035584:-13.2613761,131.1023484",https://www.gem.wiki/Bonaparte_Gas_Pipeline,"12,756.86",BOE/d
Carisbrook to Horsham Pipeline,"Energy Infrastructure Investments Pty Limited, 100.00%",operating,Australia,Gas,,,"-36.7168412,142.1781385:-37.0552352,142.7608775:-37.1236432,143.0869745:-37.0805502,143.4455605:-37.0482102,143.7984735;-37.1236432,143.0869745:-37.2811532,142.9159565",https://www.gem.wiki/Carisbrook_to_Horsham_Pipeline,"5,033.79",BOE/d
Carpentaria Gas Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-20.7073748,139.4748504:-21.5413067,139.8063124:-26.1813895,142.0409514:-27.4754454,141.5794824;-21.5413067,139.8063124:-21.0909787,140.4105174",https://www.gem.wiki/Carpentaria_Gas_Pipeline,"18,962.90",BOE/d
Colongra Gas Transmission and Storage Pipeline,"Jemena, 100.00%",operating,Australia,Gas,,,"-33.180585,151.485815:-33.209898,151.543961",https://www.gem.wiki/Colongra_Gas_Transmission_and_Storage_Pipeline,"6,533.58",BOE/d
Comet Ridge to Wallumbilla Pipeline,"Santos Limited, 30.00%, Petronas, 27.50%, Total S.A., 27.50%, KOGAS, 15.00%",operating,Australia,Gas,,,"-26.5803765,149.1691994:-25.9202085,148.7379434:-25.7916825,148.8779764",https://www.gem.wiki/Comet_Ridge_to_Wallumbilla_Gas_Pipeline,"179,337.32",BOE/d
Condamine to Braemar Pipeline,"Brookfield Infrastructure Partners, 100.00%",operating,Australia,Gas,,,"-26.9309022,150.1159254:-27.1107063,150.8879364",https://www.gem.wiki/Condamine_to_Braemar_Pipeline,"12,756.86",BOE/d
Coolah to Newcastle Pipeline,"Santos Limited, 100.00%",cancelled,Australia,Gas,,,"-31.8391263,149.6691034:-32.9235723,151.7387404",https://www.gem.wiki/Coolah_to_Newcastle_Pipeline,,
Dampier to Bunbury Natural Gas Pipeline,"Diversified Utilities and Energy Trusts, 80.00%, Alcoa, 20.00%",operating,Australia,Gas,,,"-20.6072978,116.7618554:-22.9182406,115.0212284:-24.542611,115.632261:-25.9338235,115.5487474:-26.2101345,114.9444134:-28.8018194,114.6477394:-31.8733363,115.9770424:-33.3175633,115.6239154",https://www.gem.wiki/Dampier_to_Bunbury_Natural_Gas_Pipeline,"168,295.74",BOE/d
Darling Downs Pipeline,"Jemena, 100.00%",operating,Australia,Gas,,,"-26.5935796,149.1103629:-26.7550925,150.6090934:-27.1832455,151.2411034",https://www.gem.wiki/Darling_Downs_Pipeline,"84,488.34",BOE/d
Dawson Valley Pipeline,"WestSide Energy, 51.00%, Mitsui Group, 49.00%",operating,Australia,Gas,,,"-24.4648316,148.6053244:-24.5687726,149.9623024",https://www.gem.wiki/Dawson_Valley_Pipeline,"4,775.20",BOE/d
East Spar Pipeline,"Apache Corporation, 55.00%, Santos Limited, 45.00%",operating,Australia,Gas,,,"-20.6230748,115.0743964:-20.651550,115.578458",https://www.gem.wiki/East_Spar_Pipeline,"16,825.26",BOE/d
Eastern Gas Pipeline,"Jemena, 100.00%",operating,Australia,Gas,,,"-38.1622271,147.0694105:-33.8679033,151.1902074",https://www.gem.wiki/Eastern_Gas_Pipeline,"56,669.76",BOE/d
Eastern Goldfields Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-28.8832794,121.3139154:-28.9381214,121.5191874:-28.9137814,121.7954334:-28.7744164,122.2183224:-28.8466134,122.3597284:-29.0713584,122.4005234:-29.2404124,124.5227474",https://www.gem.wiki/Eastern_Goldfields_Pipeline,"5,585.44",BOE/d
ERM Wellington Pipeline,"ERM Power, 100.00%",cancelled,Australia,Gas,,,"-34.3092032,148.2802804:-32.5513363,148.9299194",https://www.gem.wiki/ERM_Wellington_Pipeline,,
Fortescue River Gas Pipeline,"DUET Group, 57.00%, TransAlta, 43.00%",operating,Australia,Gas,,,"-22.208157,117.829691:-21.9077807,117.7791314:-21.6271987,116.3069254:-21.2257877,116.1626864",https://www.gem.wiki/Fortescue_River_Gas_Pipeline,"10,205.49",BOE/d
GLNG Pipeline,"Santos Limited, 30.00%, Petronas, 27.50%, Total S.A., 27.50%, KOGAS, 15.00%",operating,Australia,Gas,,,"-25.752,148.93:-25.511,148.902:-25.225,148.854:-25.028,148.78:-24.817,148.807:-24.682,148.965:-24.656,149.1:-24.598,149.281:-24.530,149.49:-24.462,149.71:-24.422,149.894:-24.364,150.101:-24.317,150.302:-24.267,150.51:-24.212,150.657:-24.119,150.745:-24.021,150.922:-23.882,151.017:-23.760,151.07:-23.7725,151.211",https://www.gem.wiki/GLNG_Pipeline,"227,951.30",BOE/d
Gloucester Pipeline,"AGL Energy, 100.00%",cancelled,Australia,Gas,,,"-32.0076953,151.9413494:-32.8481193,151.6734894",https://www.gem.wiki/Gloucester_Gas_Pipeline,,
Goldfields Gas Pipeline,"APA Group, 88.20%, Brookfield Asset Management, 11.80%",operating,Australia,Gas,,,"-21.3935317,115.5918914:-22.6766566,116.1878564:-23.1724656,117.6764604:-23.8976736,119.6814224:-28.8907204,121.3220694:-30.7493903,121.4486924:-31.2011283,121.6448754;-23.8976736,119.6814224:-23.3541396,119.7225784;-28.8907204,121.3220694:-28.9140064,121",https://www.gem.wiki/Goldfields_Gas_Pipeline,"32,202.45",BOE/d
Gorgon and Jansz Feed Gas Pipeline,"Chevron, 100.00%",operating,Australia,Gas,,,"-20.2090008,114.6999704:-20.4819748,114.9674244:-20.6953787,115.4164474:-20.6567788,116.6995424",https://www.gem.wiki/Gorgon_and_Jansz_Feed_Gas_Pipeline,"47,820.99",BOE/d
Ironbark Project Pipeline,"Origin Energy Limited, 100.00%",proposed,Australia,Gas,,,"-26.973771,150.363819:-26.696831,150.4989593",https://www.gem.wiki/Ironbark_Project_Pipeline,"22,324.51",BOE/d
Kalgoorlie to Kambalda Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-30.7492433,121.4494644:-31.2014213,121.6450474",https://www.gem.wiki/Kalgoorlie_to_Kambalda_Pipeline,"4,137.36",BOE/d
Karratha to Cape Lambert Pipeline,"Mitsui Group, Rio Tinto Group, Hamill Resources Limited",operating,Australia,Gas,,,"-20.6574207,116.6981684:-20.7348148,116.8282204:-20.5946158,117.1545724",https://www.gem.wiki/Karratha_to_Cape_Lambert_Pipeline,"15,135.84",BOE/d
Kincora to Wallumbilla Pipeline,"Armour Energy, 100.00%",operating,Australia,Gas,,,"-26.802884,148.787582:-26.5782275,149.1705734",https://www.gem.wiki/Kincora_to_Wallumbilla_Pipeline,"4,775.20",BOE/d
Longford to Melbourne Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-38.0977052,147.0510685:-37.9810602,145.1979675",https://www.gem.wiki/Longford_to_Melbourne_Pipeline,"22,324.51",BOE/d
Moomba Adelaide Pipeline System,"Queensland Investment Corporation, 100.00%",operating,Australia,Gas,,,"-34.9240872,138.5822715:-33.2500323,138.8651264:-33.2498873,138.8478264:-28.0983984,140.1803214;-33.2500323,138.8651264:-33.1293573,138.0499924:-33.0085173,137.9902114:-33.0280913,137.5253094;-34.9259872,138.5827005:-34.4552822,138.5015985:-34.5039602,139",https://www.gem.wiki/Moomba_Adelaide_Pipeline_System,"39,856.57",BOE/d
Moomba to Sydney Gas Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-28.0999214,140.1804664:-33.6738663,147.5241004:-34.0570073,149.0676364:-34.4248302,150.8775485:-33.8770483,151.2002284;-34.0570073,149.0676364:-35.2050312,149.1280185",https://www.gem.wiki/Moomba_to_Sydney_Gas_Pipeline,"77,954.76",BOE/d
Mortlake Gas Pipeline,"SEA Gas, 100.00%",operating,Australia,Gas,,,"-38.6194951,142.9793375:-38.0789521,142.7924005",https://www.gem.wiki/Mortlake_Gas_Pipeline,"63,767.06",BOE/d
Narrabi to Wellington Pipeline,"Santos Limited, 100.00%",cancelled,Australia,Gas,,,"-30.3281853,149.7643474:-32.5503233,148.9271724",https://www.gem.wiki/Narrabi_to_Wellington_Pipeline,"31,874.91",BOE/d
North Queensland Gas Pipeline,"Palisade Investment Partners Limited, 100.00%",operating,Australia,Gas,,,"-21.9937197,148.0253214:-19.2578588,146.8001564",https://www.gem.wiki/North_Queensland_Gas_Pipeline,"17,221.76",BOE/d
Northern Gas Pipeline,"Jemena, 100.00%",operating,Australia,Gas,,,"-19.6475808,134.1731014:-19.5348588,135.5248484:-20.3975318,137.3158444:-20.7099438,139.4748504",https://www.gem.wiki/Northern_Gas_Pipeline,"145,841.94",BOE/d
Palm Valley to Alice Springs Pipeline,"Cheung Kong Holdings, 100.00%",operating,Australia,Gas,,,"-24.0437636,132.6830114:-23.6982126,133.8636934",https://www.gem.wiki/Palm_Valley_to_Alice_Springs_Pipeline,"4,775.20",BOE/d
Parmelia Gas Pipeline,APA Group,operating,Australia,Gas,,,"-29.2506194,114.9129154:-32.6174023,115.8588834",https://www.gem.wiki/Parmelia_Pipeline,"11,153.63",BOE/d
Pilbara Pipeline System,"APA Group, 100.00%",operating,Australia,Gas,,,"-20.7343337,116.8279414:-20.3640228,118.6145704;-20.5931838,116.7610964:-20.7343337,116.8279414",https://www.gem.wiki/Pilbara_Pipeline_System,"26,461.87",BOE/d
Queensland Hunter Gas Pipeline,"Hunter Gas Pipeline Pty Ltd, 100.00%",proposed,Australia,Gas,,,"-26.5800695,149.1705734:-30.9814263,150.2268284:-31.5151813,150.6570794:-32.054601,150.864948:-32.2844753,150.8876934:-32.5696023,151.1609614:-32.7345793,151.5383644:-32.928580,151.780516",https://www.gem.wiki/Queensland_Hunter_Gas_Pipeline,"71,731.48",BOE/d
Reedy Creek Wallumbilla Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-26.3411111,149.3777778:-26.5713355,148.7727584",https://www.gem.wiki/Reedy_Creek_Wallumbilla_Pipeline,"47,820.99",BOE/d
Roma to Brisbane Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-27.654,152.814:-27.558,152.268:-27.539,151.953:-27.418,151.699:-27.180,151.268:-27.069,150.881:-27.0395,150.754:-26.926,150.132:-26.937,149.356:-26.564,148.782;-26.926,150.132:-25.945154,150.073940",https://www.gem.wiki/Roma_to_Brisbane_Pipeline,"38,070.61",BOE/d
SEA Gas Pipeline,"APA Group, Retail Employees Superannuation Trust",operating,Australia,Gas,,,"-38.6184221,142.9789945:-34.9258472,138.5822715",https://www.gem.wiki/SEA_Gas_Pipeline,"50,062.06",BOE/d
South East Pipeline System,"Queensland Investment Corporation, 100.00%",operating,Australia,Gas,,,"-37.3795232,140.8216435:-37.8218401,140.7642925",https://www.gem.wiki/South_East_Pipeline_System,"7,119.71",BOE/d
South East South Australia Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-37.1868102,140.9635045:-37.3808872,140.8223295",https://www.gem.wiki/South_East_South_Australia_Pipeline,"6,378.43",BOE/d
South Gippsland Natural Gas Pipeline,"Cheung Kong Holdings, 100.00%",operating,Australia,Gas,,,"-38.3227841,145.5866095:-38.4328031,145.8065695:-38.5590891,145.7354155:-38.6256362,145.6976065;-38.4328031,145.8065695:-38.4720552,145.9270325;-38.5590891,145.7354155:-38.6057832,145.5755125",https://www.gem.wiki/South_Gippsland_Natural_Gas_Pipeline,"97,883.04",BOE/d
South West Queensland Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-26.5713355,148.7727584:-27.3905,141.8064:-28.0999214,140.1804664",https://www.gem.wiki/South_West_Queensland_Pipeline,"64,404.90",BOE/d
Spring Gully to Wallumbilla Pipeline,"Origin Energy Limited, 100.00%",operating,Australia,Gas,,,"-25.4493536,149.9939424:-26.5713355,148.7727584",https://www.gem.wiki/Spring_Gully_to_Wallumbilla_Pipeline,"22,634.81",BOE/d
Tasmanian Gas Pipeline,"Palisade Investment Partners Limited, 100.00%",operating,Australia,Gas,,,"-38.1633072,147.0707845:-42.7350181,147.2242815",https://www.gem.wiki/Tasmanian_Gas_Pipeline,"20,566.13",BOE/d
Telfer Pipeline,"APA Group, 100.00%",operating,Australia,Gas,,,"-21.674,121.5997:-21.683,121.62:-21.693,121.657:-21.71,121.7098:-21.687,121.719:-21.678,121.711:-21.661,121.7099:-21.625,121.723:-21.607,121.761:-21.584,121.777:-21.580,121.7985:-21.5008,121.8552:-21.4773,121.7816:-21.4181,121.6492:-21.3694,121.6:-21.3532,121.5567:-21.3395,121.5563:-21.2886,121.5086:-21.2814,121.5106:-21.265,121.462:-21.1776,121.3751:-21.0844,121.3215:-20.8332,121.0768:-20.7784,121.0636:-20.6515,120.7848:-20.4479,120.315:-20.4266,120.1782:-20.1951,119.615:-20.3175,119.4605:-20.3162,119.2414:-20.3986,118.9613:-20.4122,118.6866:-20.3607,118.618:-20.304,118.6228",https://www.gem.wiki/Telfer_Pipeline,"4,623.50",BOE/d
Trans-Territory Pipeline,"Woodside Energy, Eni S.p.A., Rio Tinto Group",cancelled,Australia,Gas,,,"-13.6833031,128.3565054:-14.924348,133.0507594:-12.3266232,136.8011314",https://www.gem.wiki/Trans-Territory_Pipeline,"17,532.06",BOE/d
Tubridgi Pipeline System,"Cheung Kong Holdings, 100.00%",operating,Australia,Gas,,,"-21.7623267,114.8101774:-22.5153676,115.4748074",https://www.gem.wiki/Tubridgi_Pipeline_System,"19,135.29",BOE/d
Victorian Transmission System,Australian Energy Market Operator,operating,Australia,Gas,,,"-33.7841476,148.5486384:-33.9255266,148.2904164:-33.9391577,147.5312814:-35.9516395,146.5699344:-36.3729127,146.2722254:-36.8358978,145.1131244:-37.3506971,145.0159155:-38.0266044,145.1109675:-38.1119044,145.9598705:-38.1259854,146.4941235:-38.1022544,147",https://www.gem.wiki/Victorian_Transmission_System#Location,"168,295.74",BOE/d
