project,status,owner,operator,output,size,coal_type,coal_grade,type,workforce,country,region,url,lat,lng
Zonnebloem Coal Mine,operating,Glencore,,2.5,19,Subbituminous,thermal,underground,,South Africa,Africa & Middle East,https://www.gem.wiki/Zonnebloem_coal_mine,-25.705416,29.739185
Ngaka Coal Mine,proposed,"Intra Energy Corporation, National Development Corporation of Tanzania",Tancoal Energy,3.5,367,Subbituminous,thermal,surface,,Tanzania,Africa & Middle East,https://www.gem.wiki/Ngaka_Coal_Mine,-10.646333,35.642363
Mae Moh Coal Mine,operating,Electricity Generating Authority of Thailand (EGAT),Electricity Generating Authority of Thailand (EGAT),16,825,Lignite,thermal,underground_and_surface,1000,Thailand,South East Asia,https://www.gem.wiki/Mae_Moh_coal_mine,18.31471,99.71994
Aegean Lignite Coal Mines,operating,TKI,Aegean Lignite Enterprises (Ege Linyitleri İşletmesi Müessesesi Müdürlüğü),14.2,640,Lignite,thermal,underground_and_surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Aegean_coal_mines,39.083006,27.539574
Afşin-Elbistan Coal Mine,operating,"Euas Electricity Generation Company (Elektrik Üretim A.Ş, EÜAŞ)","Euas Electricity Generation Company (Elektrik Üretim A.Ş, EÜAŞ)",14,3400,Lignite,thermal,underground_and_surface,2800,Turkey,Europe (non-EU),https://www.gem.wiki/Afşin-Elbistan_coal_mines,38.340685,37.082979
Afyon Uluköy Coal Mine,proposed,"Kolin Group (50%), Limak Holding (5%), Kalyon Group (5%), Others (40%)",KLK Enerji Üretim A.Ş.,5.5,48,Lignite,thermal,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Afyon_Uluköy_coal_mine,38.1999839,30.2705505
Amasra B Coal Mine,proposed,Hattat Holdings Energy Group,Hema Enerji,10,56,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Amasra_B_coal_mine,41.721848,32.349063
Amasra Coal Mine,operating,TTK,Amasra Taşkömürü Isletme Müessesesi,5,115,Bituminous,thermal,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Amasra_coal_mine,41.721848,32.349063
Bolu Göynük,operating,Kazancı Holding,Aksa Enerji Üretim A.Ş.,1.8,33,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Bursa_Keles_coal_mine,41.432342,31.75826
Bura Keles Coal Mine,operating,Celikler Insaat,Çelikler Orhaneli Tunçbilek Elektrik Üretim A.Ş. ,1.6,,Bituminous,,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Omerler_coal_mine,40.2514,30.8129
Bursa Coal Mine,operating,TKI,Bursa Linyitleri lsletmesi Mudurlu,2.6,99,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Bursa_coal_mine,39.921991,28.968405
Can Coal Mine,operating,TKI,Can Lignite Enterprise (Çan Linyitleri İşletmesi Müdürlüğü),2.3,83,Bituminous,,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Kozlu_coal_mine,41.438877,31.84698
Çayırhan Coal Mine,operating,Ciner Group,Park Thermic,5.5,350,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Çayırhan_coal_mine,40.10121,31.701746
Çırpılar Coal Mine,proposed,Taşyapı Group,Taşzemin İnşaat,3.5,65,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Çırpılar_coal_mine,39.816777,27.339752
Eski Çeltek Coal Mine,operating,Amasya Local Government,Eski Çeltek Bütçe İçi Kömür Enerji ve Yenilenebilir Enerji İşletmesi,0.3,9.7,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Eski_Çeltek_coal_mine,37.57055,28.11058
Iğdekuzu Coal Mine,operating,Ciner Group,Park Technique A.S. and Turkey Coal Enterprises,6,,Lignite,thermal,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Iğdekuzu_coal_mine,39.628937,29.459739
Inagzi Baglik Coal Mine,proposed,ÇATES-Aydem Enerji,Tumas,2.5,136,Bituminous,,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Inagzi_Baglik_coal_mine,41.422037,31.728691
Kemerköy Coal Mines,operating,IC İçtaş Enerji - Limak Enerji,Yeniköy Kemerköy Electricity Generation and Trade Inc,4.5,47,Lignite,thermal,underground_and_surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Kemerköy_coal_mines,37.163465,27.889172
Kinik Coal Mine,operating,Fina Energy Holdin,Polyak Enez,5,250,Lignite,thermal,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Kinik_coal_mine,39.085627,27.335387
Kozlu Coal Mine,operating,TTK,Kozllu Taşkömürü Işletme Müessesesi,2,41,Bituminous,,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Kozlu_coal_mine,40.023827,27.038636
Omerler Coal Mine,operating,TKI,West Lignite Enterprise (Garp Linyitleri İşletmesi Müessesesi Müdürlüğü),1,,Lignite,thermal,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Omerler_coal_mine,39.90331,29.17746
Seyitomer Coal Mine,operating,Celikler Insaat,Çelikler Seyitömer Elektrik Üretim A.Ş.,8,231.7,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Seyitomer_coal_mine,39.574254,29.832337
Sivas Kangal Coal Mine,operating,Demir Export,Demir Export,8,,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Sivas_Kangal_coal_mine,39.0777,37.2955
South Aegean Coal Mines,operating,TKI,South Aeagan Lignite Enterprise (Güney Ege Linyitleri İşletmesi Müessesesi Müdürlüğü),5.3,161,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/South_Aegean_coal_mines,37.323198,28.092284
Tufanbeyli Coal Mine,operating,TKI,Enerjisa Enerji Üretim,7,214,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Tufanbeyli_coal_mine,38.18562,36.26994
Tuncbilek Coal Mine,operating,TKI,West Lignite Enterprise (Garp Linyitleri İşletmesi Müessesesi Müdürlüğü),7,280,Lignite,thermal,underground_and_surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Tuncbilek_coal_mine,39.634823,29.455311
Uzulmez Coal Mine,operating,TTK,Üzülmez Taşkömürü Işletme Müessesesi,2.4,94,Bituminous,,underground,,Turkey,Europe (non-EU),https://www.gem.wiki/Can_coal_mine,39.921991,28.968405
Yatağan Coal Mine,operating,Yatağan Termik Enerji Üretim A.Ş.,Yatağan Termik Enerji Üretim A.Ş.,5.2,,Lignite,thermal,surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Yatağan_coal_mine,37.3416704,28.0529043
Yeniköy Coal Mines,operating,Yeniköy Kemerköy Electricity Generation and Trade Inc,Yeniköy Kemerköy Electricity Generation and Trade Inc,3.5,184.3,Lignite,thermal,underground_and_surface,,Turkey,Europe (non-EU),https://www.gem.wiki/Yenikoy_coal_mines,37.163465,27.889172
Bazhanova Coal Mine,operating,State Owned,Makiivvuhillya,1,58.7,Bituminous,thermal,underground,,Ukraine,Europe (non-EU),https://www.gem.wiki/Bazhanova_coal_mine,48.344165,39.658057
Bilorichenska Coal Mine,operating,State Owned,Luhanskvuhillya,1.2,11.6,Bituminous,thermal,underground,,Ukraine,Europe (non-EU),https://www.gem.wiki/Bilorichenska_coal_mine,48.093922,37.976467
Krasnolymanska Coal Mine,operating,State Owned (Ukraine),"JSC ""Krasnolimanskaya Mine""",3.6,85.1,Bituminous,met,underground,,Ukraine,Europe (non-EU),https://www.gem.wiki/Krasnolymanska_coal_mine,48.003331,37.754324
Pokrovs'ke Coal Mine,operating,Shakhtoupravlenye Pokrovske,,3.5,79.5,Bituminous,met,underground,,Ukraine,Europe (non-EU),https://www.gem.wiki/Pokrovs%27ke_coal_mine,48.282079,37.184716
Woodhouse Colliery,proposed,West Cumbria Mining,West Cumbria Mining,2.8,,Bituminous,met,underground,,United Kingdom,Europe (non-EU),https://www.gem.wiki/Woodhouse_Colliery,54.521755,-3.601407
Absaloka Coal Mine,operating,Westmoreland,,2.8,45.18,Subbituminous,,surface,150,United States,US & Canada,https://www.gem.wiki/Absaloka_Mine,45.804333,-107.045116
American Eagle Coal Mine,operating,Sev.en Energy,Panther Creek Mining,1.4,,Bituminous,,underground,146,United States,US & Canada,https://www.gem.wiki/American_Eagle_Mine,38.16,-81.47
Antelope Coal Mine,operating,Navajo Nation,Navajo Transitional Energy Company,21,229,Subbituminous,thermal,surface,591,United States,US & Canada,https://www.gem.wiki/Antelope_Coal_Mine,43.494921,-105.361879
